id,product_url,keyword,sort,img,title,price,seller,category,description,ai_info,ai_review,created_at,updated_at
1,https://www.kurly.com/goods/1001591032?collectionCode=sale231107,식품,1,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/7c71cdb6-3a51-416f-a0c8-a94594088b26.jpg,[해찬미소] 알톡톡 알탕,12590,해찬미소,국반찬메인요리,"알과 곤이를 푸짐히 넣은 해찬미소 알톡톡 알탕이에요. 선동 명태알과 명태곤이를 사용해 탱글탱글한 식감이 느껴져요. 동봉된  코인육수는 진한 감칠맛을, 무를 갈아 넣은 양념은 시원한 맛을 더해준답니다. 미나리나 라면사리 등 다양한 재료를 추가해 즐기셔도 좋아요.",,,,
2,https://www.kurly.com/goods/5058878?collectionCode=sale231107,식품,2,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/18b372d6-385e-4c00-b509-f3496ff3b24e.jpg,[살림팝 X 컬리][고래사] 프리미엄 어묵탕,8580,고래사어묵,국반찬메인요리,"어묵탕은 어묵이 주인공인만큼 그 맛이 무엇보다 중요한데요. 어묵 명가 고래사가 프리미엄 어묵만 알차게 담은 키트를 선보여요. 다양한 맛과 식감의 어묵에 쯔유, 건더기 스프를 함께 구성해 물을 더해 보글보글 끓여주기만 하면 됩니다. 간단하지만 푸짐한 안주가 필요한 날, 혹은 캠핑 요리로 하나씩 챙겨보세요. 입맛에 따라 고춧가루, 청양고추 등을 더해주시면 한결 매콤하게 즐기실 수도 있어요. ",,,,
3,https://www.kurly.com/goods/1001317933?collectionCode=sale231107,식품,3,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/057b23f2-2ecf-4b98-8efe-69844f788a0d.jpg,[신사동 포노 부오노] 히든 천재의 시그니처 4종 (택1),8925,신사동 포노 부오노,국반찬메인요리,"특징 : 진한 마늘향과 매콤한 풍미가 매력적인 파스타, 히든천재 김태성 셰프의 레시피로 완성  : 쫄깃한 나폴리 피자 도우 안에 그라나파다노 치즈를 채워 완성,  : 부드럽고 고소한 쥬키니 페스토와 킥이 되어줄 명란을 곁들인 오일 파스타,,,크리에이티브한 아이디어와 섬세한 레시피로 떠오르는 셰프가 있죠. 요리 경연 프로그램에서 ‘히든천재’라는 닉네임으로 이름을 알린 김태성 셰프입니다. 톡톡서울, 사브서울, 뉴욕 ATOBOY를 거쳐 포노 부오노를 오픈했지요. 편안한 분위기에서 즐기는 정통 이탈리안 요리들을 선보이며 신사동에 자리를 잡았어요. 프로그램에 출연한 뒤에는 예약이 어려울 만큼 큰 인기를 끌고 있답니다. 심사위원들이 입을 모아 칭찬한 화제의 레시피가 궁금했다면, 이제 컬리에서 만나보세요.",,,,
4,https://www.kurly.com/goods/1000969096?collectionCode=sale231107,식품,4,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/3fb321e9-98a9-4064-a6bf-f5bd08504a97.jpg,[일상味소] 등심/안심/채끝 골라담기 3종,12710,-,정육가공육달걀,"컬리는 고민했습니다. '국내산 소고기를 특별한 날이 아닌 일상에서도, 합리적인 가격으로 즐길 순 없을까?' 그 해답을 위해 컬리는 직접 기획한 상품, '일상味소' 육우를 선보입니다.  그중에서도 스테이크를 즐기기 좋은 부위들을 한데 모았어요. 등심부터 안심, 채끝까지 다채롭게 만나보세요. -2~10℃에서 냉장 보관하세요.",,,,
5,https://www.kurly.com/goods/5036959?collectionCode=sale231107,식품,5,https://img-cf.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/shop/data/goods/1653035519444l0.jpeg?v=0418,[거대곰탕] 곰탕,12000,-,국반찬메인요리,"한국인에게 밥심 못지않게 중요한 것이 뜨끈한 국물의 힘입니다. 곰탕 한 그릇에 밥 말아 먹으면 속이 든든하게 채워져 오래 허기지지 않지요. 한우를 넣고 푹 끓이는 원리는 참으로 간단해 보이지만, 곰탕은 오랜 시간 공들여야만 시간의 맛이 제대로 밴 국물이 우러나요. 컬리가 부산을 대표하는 맛집 '거대곰탕'의 곰탕을 소개하는 까닭도 마찬가지예요. 좋은 한우로 정성껏 끓여 만든 국물 맛이 남다르기 때문이지요. 이곳은 한우 사골과 소스지 등을 정성껏 끓여 곰탕을 완성하는데요. 국물의 진한 감칠맛과 사태, 양지가 부드럽게 씹히는 맛이 일품이랍니다. 한번에 먹기 좋게 500g씩 포장했으니, 이제 집에서도 간편하게 거대곰탕을 맛보세요.",,,,
6,https://www.kurly.com/goods/1001518154?collectionCode=sale231107,식품,6,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/c5cb6da7-8dd4-4037-9775-f53053fbc62b.jpg,[베키아에누보] 루꼴라 햄 치즈 치아바타 샌드위치 (3입),13180,-,베이커리,블랙 올리브가 콕콕 박힌 치아바타 사이로 짭조름한 햄과 감칠맛이 농축된 선 드라이 토마토가 기분 좋게 씹혀요. 향긋한 루꼴라 페스토와 달짝지근하면서도 은은한 산미가 도는 발사믹 소스가 맛의 균형을 잡아 준답니다. ,,,,
7,https://www.kurly.com/goods/1000916675?collectionCode=sale231107,식품,7,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/05d992db-208d-4f82-9332-ab9e75f3c9e8.jpg,[Kim's butcher] 호주산 소고기 샤브샤브(냉동) 2종,10430,-,정육가공육달걀,"알맞게 구운 소고기는 언제 먹어도 참 만족스러운 음식이죠. 부담 없이 즐길 수 있도록, Kim's butcher가 깐깐하게 선택하고 선보이는 소고기를 만나보세요. 육질이 탄탄해, 따뜻한 육수에 담궈 먹는 샤브샤브용으로 제격인 부위인데요. 뜨끈하게 끓여도 쉽게 흐뜨러지지 않고, 본연의 육즙을 오롯이 품고 있어 더할 나위 없답니다. 면 등 갖은 재료들을 곁들여, 따뜻한 샤브샤브 한 상을 즐겨 보세요.",,,,
8,https://www.kurly.com/goods/5128143?collectionCode=sale231107,식품,8,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/4bdb1cc6-59a4-46c9-97de-5156e7bc9377.jpg,[홍익궁중전통] 육개장 (2인분),8640,-,국반찬메인요리,"개운하면서도 깊은 맛, 무엇 하나 놓치지 않은 육개장이 있어요. 바로 홍익궁중전통의 육개장이랍니다. 사골 육수에 다대기를 풀어 구수하면서도 칼칼한 국물을 완성했지요. 여기에 큼직히 썬 국산 대파를 넣어 시원한 감칠맛까지 갖췄으니 더할 나위가 없답니다. 뜨끈하게 끓여 밥 한 공기와 함께 드셔 보세요. 결대로 찢어 부드러운기와 함께 술술 넘어가니 든든한 식사로도 제격이랍니다.",,,,
9,https://www.kurly.com/goods/5103617?collectionCode=sale231107,식품,9,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/74a4ac67-1d9c-47c8-af8a-9cac5a3dff73.jpg,"[KF365] 1+ 한우 국거리 300g(냉장, 사태제외)",11090,-,정육가공육달걀,"매일 구비해두는 기본 식재료로 소고기를 빼놓을 수 없지요. 건강한 품질의 소고기를 부담 없이 만나보고 싶도록, KF365의 1+한우 국거리를 준비했답니다. 깊고 담백한 국물을 우려내기에 좋은 부위만을 사용한 상품이에요. 육질까지 탄탄해 오래 끓여도 쉽게 풀어지지 않는답니다. 바로 조리하기 알맞은 크기로 손질했으니 간편하게 사용해 보세요.",,,,
10,https://www.kurly.com/goods/1001193583?collectionCode=sale231107,식품,10,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/07d4aa96-4782-4acc-86d7-31a0d238ffab.jpg,[해찬미소] 남도식 된장 꽃게탕,10761,-,국반찬메인요리,"바로 끓여 먹을 수 있도록 꽃게와 채소, 양념을 손질해 담은 밀키트 에요",,,,
